instance,instance_sha256,rows,columns,nonzeros,status,message,our_objective,published_objective,absolute_gap,relative_gap,matches_published,independently_verified,verifier_message,passed,objective_offset,differs_by_objective_constant,wall_seconds,solver_seconds,iterations,algorithm,git_commit,machine,timestamp_utc,solver_options
bnl1,7a842adca058eaa3cb712b3bbae357602f22df6cc318c4d278f6600167fe2300,643,1175,5121,optimal,,1977.6295615228878,1977.6292856,0.00027592288779487717,1.3952204783980226e-07,1,1,,1,0.0,0,0.254797,0.2218127,2285,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
bnl2,eafd7e49005db1a020d420b3fbed2e124bebf46740c0b2550edcbaa17b07ad6b,2324,3489,13999,optimal,,1811.2365403585463,1811.2365404,4.145363163843285e-08,2.2886923222782424e-11,1,1,,1,0.0,0,0.550887,0.5070616,2204,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
boeing1,1d9d58afaf41bad6866d5355330b261d3776ca86753d121eb9b688ee6128ab9e,351,384,3485,optimal,,-335.213567507127,-335.21356751,2.8730369194818195e-09,8.570765619133575e-12,1,1,,1,0.0,0,0.053617,0.0201211,357,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
boeing2,e12e729b8c09bf6e6934af40b728e460d4eb360c42419b791b68fb2271ddd61a,166,143,1196,optimal,,-315.0187280152027,-315.01872802,4.7973003347578924e-09,1.5228619469421892e-11,1,1,,1,0.0,0,0.032632,0.0031652,129,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
bore3d,c7cfe0d4abd466346e3cda4e16d00651f44f3ce1da317cf583c5fed5dfc0515a,233,315,1429,optimal,,1373.080394208493,1373.0803942,8.493088898831047e-09,6.185427258816399e-12,1,1,,1,0.0,0,0.029412,0.0044982,161,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
brandy,56fa020b84a0a106b7883b7da006c2852449598898c41ec8dd2575151d0e0917,220,249,2148,optimal,,1518.5098964881272,1518.5098965,1.1872771210619248e-08,7.818698605774446e-12,1,1,,1,0.0,0,0.032858,0.0088599,282,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
capri,4932bc8861fcdaf19256827b7ee229941fa6f2e84f2044b65300326c226fba78,271,353,1767,optimal,,2690.0129137681497,2690.0129138,3.185050445608795e-08,1.1840279387765051e-11,1,1,,1,0.0,0,0.037683,0.0081469,236,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
cycle,bfc8edde30952b8dfa354679ea3a3231c2e7eb762c0ff8f0f845505741816d53,1903,2857,20720,optimal,,-5.226393024894101,-5.2263930249,5.899281063648232e-12,1.1287480745405875e-12,1,1,,1,0.0,0,0.127517,0.0732367,307,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
czprob,b1f30bd25705fcc3c4f195d7e627e437788035f81fae9198e3096471b947f704,929,3523,10669,optimal,,2185196.698856578,2185196.6989,4.342198371887207e-05,1.98709725951582e-11,1,1,,1,0.0,0,0.400796,0.0909138,996,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
d2q06c,fb1516a10aba6a4101cea6cec90c1da775ac60d2d2cd96e902bbe21a430790c9,2171,5167,32417,optimal,,122784.21081414443,122784.23615,0.025335855563753285,2.063445305210158e-07,1,1,,1,0.0,0,23.45371,23.0695502,23360,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
d6cube,8cd94ee7783bcbce884acde1f4769f5c79739c9460fe73cb948924e724b02dfa,415,6184,37704,optimal,,315.4916666666667,315.49166667,3.333298081997782e-09,1.0565407692636037e-11,1,1,,1,0.0,0,0.386017,0.338016,993,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
degen2,755cf6ca5f3a8ed1b8b68372e8d2d3b5efee784ee69b1dada923c6ff04ee0edb,444,534,3978,optimal,,-1435.1780000000003,-1435.178,2.2737367544323206e-13,1.584289025077252e-16,1,1,,1,0.0,0,0.057113,0.0362451,659,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
degen3,08d600688c524fea548e946af5551ef8c359c7a7e71b8841acc839b00eefadeb,1503,1818,24646,optimal,,-987.2940000000001,-987.294,1.1368683772161603e-13,1.151499327673581e-16,1,1,,1,0.0,0,0.822742,0.7935602,3136,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
dfl001,85d47c5f8a5fc53772eabac1805b7a1af72431cad9e14d26d673043980952730,6071,12230,35632,time_limit,time limit 59.9737s reached,11209096.040209608,11266400.0,57303.95979039185,0.005086270662358149,0,,,0,0.0,0,120.105716,120.038818,24942,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
e226,ddf56486daea52c8592b520aeb83d329223a1b45a3e5a269bd663ef9195bd8d8,223,282,2578,optimal,,-11.63892906637053,-18.751929066,7.112999999629469,0.3793209741032128,0,1,,0,7.113,1,0.035147,0.0104573,428,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
etamacro,41701e1add7af2ed2b21a421ab7271bc867e6bc7ad98ac189748d6522e7d4926,400,688,2409,optimal,,-755.7152333749132,-755.71521774,1.5634913211215462e-05,2.068889555773717e-08,1,1,,1,0.0,0,0.040569,0.0223379,769,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
fffff800,9d6695686c15d5f1b4f43b2ce8830c1d38df3a204717d8875f144aa21b33901e,524,854,6227,optimal,,555679.5648174963,555679.61165,0.046832503634504974,8.427968680629381e-08,1,1,,1,0.0,0,0.053695,0.0283601,625,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
finnis,891821f24a8cd14af78b95bb460a56f0e0b5410a59ad01ab58d9daf3387e7546,497,614,2310,optimal,,172791.06559561164,172790.96547,0.10012561164330691,5.794609189835839e-07,1,1,,1,0.0,0,0.029833,0.0117501,405,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
fit1d,59cee4fedd040a05c05d8410474ee014f42ef910e083689202be708491fe8717,24,1026,13404,optimal,,-9146.37809242094,-9146.3780924,2.09402060136199e-08,2.2894533554237983e-12,1,1,,1,0.0,0,0.032275,0.0093061,56,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
fit1p,416e77d83daf74dee5ec1d253b77f8e252ff3e27cd123459218b02ef2be0df17,627,1677,9868,optimal,,9146.378092420931,9146.3780924,2.093111106660217e-08,2.2884589785321096e-12,1,1,,1,0.0,0,0.315575,0.2900026,1196,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
fit2d,1c16c328c0358ab175596bdd6b9a2c5d1cb4bb53b099d5d1f2a208a889c7bafc,25,10500,129018,optimal,,-68464.2932938325,-68464.293294,1.6750709619373083e-07,2.446634415320995e-12,1,1,,1,0.0,0,0.29539,0.1951821,213,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
fit2p,0f44de8ea974ed4cc04fb60ccd2707c2f887dc65f8b6b9bd1e9f01bb59dd4a4f,3000,13525,50284,optimal,,68464.29329383215,68464.293232,6.183215009514242e-05,9.031298970050898e-10,1,1,,1,0.0,0,103.05115,102.9715312,5326,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
forplan,65ec816c0b3c58ec4d61574df130a3ce464abb42f3d49de21710a787bf3cfdc7,161,421,4563,optimal,,-664.2189612722052,-664.21873953,0.00022174220521264942,3.338391286122909e-07,1,1,,1,0.0,0,0.031985,0.0092118,323,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
ganges,f655f33ba979a59d659a8605acaf480c2fe5c610f3a50921bbcac7be40546067,1309,1681,6912,optimal,,-109585.73612927763,-109586.36356,0.6274307223648066,5.725445228605289e-06,0,1,,0,0.0,0,0.097424,0.0731142,1113,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
gfrd-pnc,d66ea78a803e91e4f38dcd74ca4c575aa742e27e7120c1c3494d4d424ee5c936,616,1092,2377,optimal,,6902235.999548811,6902235.9995,4.8811547458171844e-05,7.071845625346303e-12,1,1,,1,0.0,0,0.033067,0.0157064,448,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
greenbea,cb701e3ba5153e385b8cb6426e34b5d23bad4b1b9c9a037802e351c24b0f653d,2392,5405,30877,optimal,,-72555248.12984599,-72462405.908,92842.22184598446,0.001281246746952608,0,1,,0,0.0,0,6.489728,6.4416861,11710,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
greenbeb,21f92f6a32f71ec72c8f693d6685e4a91ecb2debec732ec61302bc866f370865,2392,5405,30877,optimal,,-4302260.261206586,-4302147.6065,112.65470658615232,2.6185690703858075e-05,0,1,,0,0.0,0,3.895289,3.8504821,10632,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
grow15,ab84e2f83d00c5bd26291e0505f23804b050bc96dc1e576d9da8f04e1f6ed51f,300,645,5620,optimal,,-106870941.29357573,-106870941.29,0.003575727343559265,3.3458368574263214e-11,1,1,,1,0.0,0,0.25767,0.2298091,3383,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
grow22,671111a1623539730f4caa9366c7eda43fb472137773cd9444dc96ed87f9810e,440,946,8252,optimal,,-160834336.4825639,-160834336.48,0.0025639235973358154,1.5941394440077436e-11,1,1,,1,0.0,0,0.612821,0.5866786,6054,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
grow7,6b8734ffdf991a36f17cfddf306834a4a3ced3e17964cac9fa2983a043906cd4,140,301,2612,optimal,,-47787811.81471086,-47787811.815,0.000289134681224823,6.05038544857723e-12,1,1,,1,0.0,0,0.098359,0.0755701,2054,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
israel,96564e1fddcbb6e3d46447fceb54b9d18260b95e95075c3a19f5812f9bf5ceeb,174,142,2269,optimal,,-896644.8218630461,-896644.82186,3.0461233109235764e-06,3.39724630830377e-12,1,1,,1,0.0,0,0.026772,0.0072731,206,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
kb2,f0eb647d1d9aac84f49d88662b6b02c6cecc04496e5435be733eced36d7f48f2,43,41,286,optimal,,-1749.9001299062052,-1749.9001299,6.205254976521246e-09,3.5460623554990265e-12,1,1,,1,0.0,0,0.020948,0.0006147,51,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
lotfi,fcb90a1b5e02b2eae67adacd0937a073d420ca92ac6af514ee13a348d7f31623,153,308,1078,optimal,,-25.264706061880034,-25.264706062,1.1996448279205651e-10,4.748303126807085e-12,1,1,,1,0.0,0,0.02139,0.0059549,272,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
maros,4910e97a363fca07d2fb72838fa26629329a9a8dcd6a4da186f560424bd67077,846,1443,9614,optimal,,-58063.743701126295,-58063.743701,1.262960722669959e-07,2.1751279579449642e-12,1,1,,1,0.0,0,0.226694,0.1997745,1802,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
maros-r7,e97f59ab32a8280526c26c210aacabd6e0c05300e67a0d4afd00b95d245f8db7,3136,9408,144848,numerical_error,"phase 1 ratio test found no blocking variable, which cannot happen for an objective bounded below by zero",0.0,1497185.1665,1497185.1665,1.0,0,,,0,0.0,0,2.04055,1.8885925,1490,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
modszk1,af109be42aa6bd62fc307b623184c69f1030db2f8e1682c636b387a49fd8da43,687,1620,3168,optimal,,320.61972906416673,320.61972906,4.166736289334949e-09,1.2995882385500975e-11,1,1,,1,0.0,0,0.054803,0.0337752,663,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
nesm,20b55063a879a649ef5c7a1a701f81917717b414943f58dea37a1c30495bc5ba,662,2923,13288,optimal,,14076036.48756272,14076073.035,36.54743728041649,2.5964228225828106e-06,0,1,,0,0.0,0,0.235792,0.2027055,2382,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
perold,040ed4572876366cd979b6811ee20d706abba6998616b0e53201ea1e043acacd,625,1376,6018,optimal,,-9380.755284124029,-9380.7580773,0.002793175972328754,2.977558902289371e-07,1,1,,1,0.0,0,0.632409,0.6117545,5346,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
pilot,26916951225f695c68c474adb2e1e052e4c1b3479d6a11fbd579fd20d4e7d2eb,1441,3652,43167,optimal,,-557.4897294185412,-557.40430007,0.08542934854119721,0.0001532628085762324,0,1,,0,0.0,0,40.714635,40.654948,27851,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
pilot4,67e872aae722a493f5c2c8f88e3d70d093eea116093874ea43852c864a687cba,410,1000,5141,optimal,,-2581.1392588858025,-2581.1392641,5.2141976993880235e-06,2.020114827553145e-09,1,1,,1,0.0,0,0.445604,0.417356,3744,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
pilot87,0ecfcc173d82c8a0252f58a99b2a529d8ad0155ee9212b8451cc25c0e387caa4,2030,4883,73152,feasible,"engine reported optimal but the reduced costs violate dual feasibility by 2.344e-07 (2.344e-07 relative to the terms they are computed from), above the 1.0e-07 tolerance; reporting a feasible point rather than a proof",301.71063453915684,301.71072827,9.373084316166569e-05,3.1066460148472495e-07,0,1,,0,0.0,0,52.835576,52.7454321,30389,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
pilotnov,2b000b6da9fb539e3303d5b81f00cc74f430e7ed52d7666ff1ef835bf060773d,975,2172,13057,optimal,,-4497.276188218868,-4497.2761882,1.8867467588279396e-08,4.195309960678878e-12,1,1,,1,0.0,0,1.532997,1.4962532,4724,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
recipe,277b34645cc89526db4a3365fa781ce28aa9768a65c4f301416a8a05c934af61,91,180,663,optimal,,-266.61600000000027,-266.616,2.8421709430404007e-13,1.0660166468030429e-15,1,1,,1,0.0,0,0.017122,0.0007087,41,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
sc105,062d034400be956757316a9bde8e6de3d221a88fb5dc502def743f1883e23ec3,105,103,280,optimal,,-52.2020612117072,-52.202061212,2.927933451246645e-10,5.608846438756298e-12,1,1,,1,0.0,0,0.018341,0.0012385,88,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
sc205,bcecc8d8cafd08c6d97cf8e39a740f5d777e317600bb9f6f158f2ceb550005f9,205,203,551,optimal,,-52.20206121170722,-52.202061212,2.927791342699493e-10,5.608574210909634e-12,1,1,,1,0.0,0,0.018397,0.0029369,206,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
sc50a,36bfce2f419555712bf1b9a8477541199073c7654475d933475cea6db0abe2f2,50,48,130,optimal,,-64.57507705856449,-64.575077059,4.355058536020806e-10,6.744178612503615e-12,1,1,,1,0.0,0,0.014909,0.0005315,42,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
sc50b,bfc47ffcf8f037552130a75142a203dc768d82d15c3b7b9f718c444ffa472f15,50,48,118,optimal,,-70.0,-70.0,0.0,0.0,1,1,,1,0.0,0,0.017216,0.0004918,42,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
scagr25,7bac79b91dec46966af26a236d593c823f1e61eb055597426365e4f6bc36df76,471,500,1554,optimal,,-14753433.060768533,-14753433.061,0.00023146718740463257,1.5689039049257294e-11,1,1,,1,0.0,0,0.027171,0.0103055,465,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
scagr7,2170c16fd0cc04a823172c1564e89593e75aac5225e2c2f893a6837ba0b26085,129,140,420,optimal,,-2331389.824330984,-2331389.2548,0.5695309839211404,2.442882426212426e-07,1,1,,1,0.0,0,0.019925,0.0013271,111,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
scfxm1,3e602523ca64bb4fd7387da7eca577d964e08d7c04326c59937a0d58add7de25,330,457,2589,optimal,,18416.759028348937,18416.759028,3.4893673728220165e-07,1.89466961451629e-11,1,1,,1,0.0,0,0.031201,0.01311,445,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
scfxm2,64d44da9d2e6329705e73b1e083f52a7560124c13af4c67ff60d55b0a46b0f0e,660,914,5183,optimal,,36660.2615649988,36660.261565,1.2005330063402653e-09,3.2747529752663545e-14,1,1,,1,0.0,0,0.07263,0.0508976,1028,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
scfxm3,515b442feba7cb583e03d4466da264782d898cc69093848052a7fa98ba4eac7b,990,1371,7777,optimal,,54901.25454975144,54901.25455,2.485612640157342e-07,4.527424119049283e-12,1,1,,1,0.0,0,0.131339,0.1080711,1481,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
scorpion,39b61cae042ce4adffb441faec77f5cc003fa725baa25edfb1738aef93a83c5d,388,358,1426,optimal,,1878.1248227381072,1878.1248227,3.8107145883259363e-08,2.0289996395700884e-11,1,1,,1,0.0,0,0.024318,0.005016,241,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
scrs8,33b12d5e3d07b47a8b837ab0bf445fbfb5980af5c825bf049c23e71fb3faf026,490,1169,3182,optimal,,904.2969538007918,904.29998619,0.003032389208215136,3.3533000713526593e-06,0,1,,0,0.0,0,0.044731,0.0225491,602,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
scsd1,8c4aac4987a81ef66715b5cb2debdb1993afe6cb5e2a29f32556a03802bf55f5,77,760,2388,optimal,,8.666666674333365,8.6666666743,3.3365310514454904e-11,3.849843517507819e-12,1,1,,1,0.0,0,0.021316,0.0047485,148,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
scsd6,f3da742cfa24cfadb99d510847ea1f7a361ba61537d4c2900c09b674912a5891,147,1350,4316,optimal,,50.50000007714435,50.500000078,8.556497732570278e-10,1.694355984030555e-11,1,1,,1,0.0,0,0.040166,0.0159936,358,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
scsd8,2090a22840fe2c75730cd76336702ece7c27a739d58740926b67c4b2e57b8e5c,397,2750,8584,optimal,,904.9999999254649,904.99999993,4.535081643552985e-09,5.01113993801521e-12,1,1,,1,0.0,0,0.205874,0.1780059,1991,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
sctap1,2b1ab5950d3e37fd21327892e2bc830c5f0d8d3fc1f687c0f57a5cdefd9caa21,300,480,1692,optimal,,1412.25,1412.25,0.0,0.0,1,1,,1,0.0,0,0.023672,0.0059734,265,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
sctap2,673d50e3b929f83b1719d28ee09500890294107099518161bcf2a4f452e95fb2,1090,1880,6714,optimal,,1724.8071428571432,1724.8071429,4.285675458959304e-08,2.4847273369668418e-11,1,1,,1,0.0,0,0.064177,0.0424522,736,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
sctap3,44e105b02a722bf19292b8aeb4779480c4eb81f40da35d64d8f4534f85000168,1480,2480,8874,optimal,,1424.0,1424.0,0.0,0.0,1,1,,1,0.0,0,0.10409,0.0810494,1099,simplex-dual+primal,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
seba,539733cdb036e2d2e8e80e7ea1666848b6b67a36a34b1c6cf9a883e1c868ef1e,515,1028,4352,optimal,,15711.599999999999,15711.6,1.8189894035458565e-12,1.1577365790536013e-16,1,1,,1,0.0,0,0.036304,0.0161518,439,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
share1b,fafdf8b5e3d50d27f5eff40e46eb104d1e614bf2721cb5be38081f1678dbd562,117,225,1151,optimal,,-76589.31857918554,-76589.318579,1.8553691916167736e-07,2.422490793808285e-12,1,1,,1,0.0,0,0.021344,0.0024723,136,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
share2b,2816c0a71096acc08fd88f65c960366856802c074601e5fa544f9c3eab640c96,96,79,694,optimal,,-415.73224074141774,-415.73224074,1.4177317098074127e-09,3.4102039025981286e-12,1,1,,1,0.0,0,0.017161,0.0016346,130,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
shell,e21331e8282f8d8616cbee27e093e50d140ea03f9bc3fd0b6da0ccff638d2f91,536,1775,3556,optimal,,1208825346.0,1208825346.0,0.0,0.0,1,1,,1,0.0,0,0.039866,0.0182113,459,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
ship04l,e7c46bfd6492a400220cf1f5f093f264901fd0e8534dd8cbb060d491612dc881,402,2118,6332,optimal,,1793324.537970356,1793324.538,2.964399755001068e-05,1.6530191229676178e-11,1,1,,1,0.0,0,0.040166,0.0193454,449,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
ship04s,2ed2828b251173a05004349121cd9a271a3434bf2efe4e1b70d7e0bdf2d76f94,402,1458,4352,optimal,,1798714.700445392,1798714.7004,4.539196379482746e-05,2.523577740524006e-11,1,1,,1,0.0,0,0.032303,0.0094066,300,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
ship08l,58b6142628facaa1b056f32f9f47167097db66825f0c6b42c6f65e4da1b5da07,778,4283,12802,optimal,,1909055.2113891307,1909055.2114,1.0869232937693596e-05,5.693514191097007e-12,1,1,,1,0.0,0,0.086129,0.0550149,743,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
ship08s,bdf5671548dde27b0d83c244914036e58081c4683786b2fd132277f577c9a7d8,778,2387,7114,optimal,,1920098.2105346182,1920098.2105,3.461819142103195e-05,1.8029385805227774e-11,1,1,,1,0.0,0,0.042012,0.0177256,429,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
ship12l,87bf21f83ae0c5a87aa73ee2d8e2bd4a6a72b3c6cbdc603853dbb7b43b824911,1151,5427,16170,optimal,,1470187.9193292665,1470187.9193,2.926657907664776e-05,1.990669266999721e-11,1,1,,1,0.0,0,0.125566,0.0912504,1065,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
ship12s,43bacbc026b0b5588ed9bec06b11fadfbff8beb19b4e84881370a57cc6540e5d,1151,2763,8178,optimal,,1489236.1344061329,1489236.1344,6.132759153842926e-06,4.118056909969996e-12,1,1,,1,0.0,0,0.052607,0.0265503,584,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
sierra,dbabb4bb56b9de7efbca7df842922c7c1ef620bcbee2aeb28f4bf3c5a3868cc9,1227,2036,7302,optimal,,15394362.183631925,15394362.184,0.0003680754452943802,2.3909756110385417e-11,1,1,,1,0.0,0,0.062265,0.0381307,555,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
stair,30a16ec0d02cf6c490495340d2a718f533d8e5d88f839693eb4bc06671bd8649,356,467,3856,optimal,,-251.26695119295243,-251.26695119,2.9524471756303683e-09,1.175024077638377e-11,1,1,,1,0.0,0,0.044358,0.0234795,431,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
standata,a513e8587cb8d72ac1f6fb07b33642a212f55646fb2c04521cdfd04b959c6fb1,359,1075,3031,optimal,,1257.6995,1257.6995,0.0,0.0,1,1,,1,0.0,0,0.021605,0.0032151,58,simplex-dual,d9a09c7,Windows-AMD64,2026-09-06T07:29:34+00:00,
