instance,instance_sha256,rows,columns,nonzeros,status,message,our_objective,published_objective,absolute_gap,relative_gap,matches_published,independently_verified,verifier_message,passed,objective_offset,differs_by_objective_constant,wall_seconds,solver_seconds,iterations,algorithm,git_commit,machine,timestamp_utc,solver_options
sc50a,36bfce2f419555712bf1b9a8477541199073c7654475d933475cea6db0abe2f2,50,48,130,optimal,,-64.57507705856445,-64.575077059,4.355484861662262e-10,6.744838814025429e-12,1,1,,1,0.0,0,0.052651,0.0029381,44,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
sc50b,bfc47ffcf8f037552130a75142a203dc768d82d15c3b7b9f718c444ffa472f15,50,48,118,optimal,,-70.0,-70.0,0.0,0.0,1,1,,1,0.0,0,0.060523,0.0020728,47,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
scagr25,7bac79b91dec46966af26a236d593c823f1e61eb055597426365e4f6bc36df76,471,500,1554,optimal,,-14753433.06076853,-14753433.061,0.00023147091269493103,1.568929155254131e-11,1,1,,1,0.0,0,0.102934,0.0495454,540,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
scagr7,2170c16fd0cc04a823172c1564e89593e75aac5225e2c2f893a6837ba0b26085,129,140,420,optimal,,-2331389.824330984,-2331389.2548,0.5695309839211404,2.442882426212426e-07,1,1,,1,0.0,0,0.053832,0.0051627,142,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
scfxm1,3e602523ca64bb4fd7387da7eca577d964e08d7c04326c59937a0d58add7de25,330,457,2589,optimal,,18416.759028348937,18416.759028,3.4893673728220165e-07,1.89466961451629e-11,1,1,,1,0.0,0,0.119152,0.0543468,467,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
scorpion,39b61cae042ce4adffb441faec77f5cc003fa725baa25edfb1738aef93a83c5d,388,358,1426,optimal,,1878.1248227381075,1878.1248227,3.810737325693481e-08,2.0290117459898906e-11,1,1,,1,0.0,0,0.087533,0.0240215,301,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
scrs8,33b12d5e3d07b47a8b837ab0bf445fbfb5980af5c825bf049c23e71fb3faf026,490,1169,3182,optimal,,904.2969538007918,904.29998619,0.003032389208215136,3.3533000713526593e-06,0,1,,0,0.0,0,0.178495,0.1101079,678,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
scsd1,8c4aac4987a81ef66715b5cb2debdb1993afe6cb5e2a29f32556a03802bf55f5,77,760,2388,optimal,,8.666666674333364,8.6666666743,3.3363534157615504e-11,3.8496385532573e-12,1,1,,1,0.0,0,0.097555,0.0323898,431,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
scsd6,f3da742cfa24cfadb99d510847ea1f7a361ba61537d4c2900c09b674912a5891,147,1350,4316,optimal,,50.50000007826238,50.500000078,2.623821160341322e-10,5.1956854579974005e-12,1,1,,1,0.0,0,0.13594,0.0540364,411,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
scsd8,2090a22840fe2c75730cd76336702ece7c27a739d58740926b67c4b2e57b8e5c,397,2750,8584,optimal,,904.9999999254643,904.99999993,4.535650077741593e-09,5.011768042091069e-12,1,1,,1,0.0,0,0.33776,0.2387457,1117,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
sctap1,2b1ab5950d3e37fd21327892e2bc830c5f0d8d3fc1f687c0f57a5cdefd9caa21,300,480,1692,optimal,,1412.25,1412.25,0.0,0.0,1,1,,1,0.0,0,0.087592,0.0271293,305,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
share1b,fafdf8b5e3d50d27f5eff40e46eb104d1e614bf2721cb5be38081f1678dbd562,117,225,1151,optimal,,-76589.31857918546,-76589.318579,1.8546415958553553e-07,2.4215407974185566e-12,1,1,,1,0.0,0,0.071884,0.0164273,232,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
share2b,2816c0a71096acc08fd88f65c960366856802c074601e5fa544f9c3eab640c96,96,79,694,optimal,,-415.7322407414179,-415.73224074,1.4179022400639951e-09,3.4106140951207937e-12,1,1,,1,0.0,0,0.05959,0.0073614,114,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
ship04l,e7c46bfd6492a400220cf1f5f093f264901fd0e8534dd8cbb060d491612dc881,402,2118,6332,optimal,,1793324.537970356,1793324.538,2.964399755001068e-05,1.6530191229676178e-11,1,1,,1,0.0,0,0.140303,0.0667334,555,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
ship04s,2ed2828b251173a05004349121cd9a271a3434bf2efe4e1b70d7e0bdf2d76f94,402,1458,4352,optimal,,1798714.7004453917,1798714.7004,4.539173096418381e-05,2.523564796245316e-11,1,1,,1,0.0,0,0.117386,0.0428773,397,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
stair,30a16ec0d02cf6c490495340d2a718f533d8e5d88f839693eb4bc06671bd8649,356,467,3856,optimal,,-251.26695119296397,-251.26695119,2.9639863896591123e-09,1.1796164898016537e-11,1,1,,1,0.0,0,0.308953,0.2360984,884,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
standata,a513e8587cb8d72ac1f6fb07b33642a212f55646fb2c04521cdfd04b959c6fb1,359,1075,3031,optimal,,1257.6995,1257.6995,0.0,0.0,1,1,,1,0.0,0,0.069455,0.0103573,47,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
standmps,93bd6bc6251b7fee0f943e1c69a7b7e836b4b34e4c011c1a871be66a1cb7e00d,467,1075,3679,optimal,,1406.0175,1406.0175,0.0,0.0,1,1,,1,0.0,0,0.090973,0.0275876,187,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
stocfor1,98e1cb3940233e044e3d0e50869539087acdf8f0862916f777e553afc705ba90,117,111,447,optimal,,-41131.976219436416,-41131.976219,4.3641921365633607e-07,1.0610217494357637e-11,1,1,,1,0.0,0,0.058126,0.0041765,64,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
tuff,768782d2ab2d7d044061f56ba54ddd53cf5ea0666a965edd33d48803098e15e2,333,587,4520,optimal,,0.29214776509361273,0.29214776509,3.6127212332814906e-12,3.6127212332814906e-12,1,1,,1,0.0,0,0.206588,0.1385634,1112,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
wood1p,af3cac48f0727f1d9e1f1ecfa6de30168678800b39e38a808b5df90a48d61330,244,2594,70215,optimal,,1.4429024115734146,1.4429024116,2.6585400547674e-11,1.842494706083004e-11,1,1,,1,0.0,0,0.813679,0.4690552,955,simplex-primal,dba3a65,Windows-AMD64,2026-09-05T18:15:07+00:00,ratio_test=harris
