instance,instance_sha256,rows,columns,nonzeros,status,message,our_objective,published_objective,absolute_gap,relative_gap,matches_published,independently_verified,verifier_message,passed,objective_offset,differs_by_objective_constant,wall_seconds,solver_seconds,iterations,algorithm,git_commit,machine,timestamp_utc
boeing1,1d9d58afaf41bad6866d5355330b261d3776ca86753d121eb9b688ee6128ab9e,351,384,3485,optimal,,-335.21356750712687,-335.21356751,2.873150606319541e-09,8.571104766616673e-12,1,1,,1,0.0,0,0.031537,0.0151151,760,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
boeing2,e12e729b8c09bf6e6934af40b728e460d4eb360c42419b791b68fb2271ddd61a,166,143,1196,optimal,,-315.0187280152028,-315.01872802,4.797243491339032e-09,1.522843902485208e-11,1,1,,1,0.0,0,0.019946,0.0024768,208,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
bore3d,c7cfe0d4abd466346e3cda4e16d00651f44f3ce1da317cf583c5fed5dfc0515a,233,315,1429,optimal,,1373.0803942085097,1373.0803942,8.509687177138403e-09,6.197515610217722e-12,1,1,,1,0.0,0,0.020657,0.0050712,167,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
brandy,56fa020b84a0a106b7883b7da006c2852449598898c41ec8dd2575151d0e0917,220,249,2148,optimal,,1518.509896488128,1518.5098965,1.1871861715917476e-08,7.818099666838409e-12,1,1,,1,0.0,0,0.02163,0.0070581,323,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
capri,4932bc8861fcdaf19256827b7ee229941fa6f2e84f2044b65300326c226fba78,271,353,1767,optimal,,2690.012913768161,2690.0129138,3.1839135772315785e-08,1.1836053131558681e-11,1,1,,1,0.0,0,0.027177,0.0098469,458,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
cycle,bfc8edde30952b8dfa354679ea3a3231c2e7eb762c0ff8f0f845505741816d53,1903,2857,20720,optimal,,-5.226393024894101,-5.2263930249,5.899281063648232e-12,1.1287480745405875e-12,1,1,,1,0.0,0,0.370701,0.3371402,2257,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
czprob,b1f30bd25705fcc3c4f195d7e627e437788035f81fae9198e3096471b947f704,929,3523,10669,optimal,,2185196.698856578,2185196.6989,4.342198371887207e-05,1.98709725951582e-11,1,1,,1,0.0,0,0.126265,0.0987694,1980,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
d2q06c,fb1516a10aba6a4101cea6cec90c1da775ac60d2d2cd96e902bbe21a430790c9,2171,5167,32417,numerical_error,basis became singular at iteration 9340,1156.4832950163768,122784.23615,121627.75285498361,0.990581174495368,0,,,0,0.0,0,4.257522,4.2057161,9340,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
d6cube,8cd94ee7783bcbce884acde1f4769f5c79739c9460fe73cb948924e724b02dfa,415,6184,37704,numerical_error,basis became singular at iteration 5230,1.0,315.49166667,314.49166667,0.9968303441718288,0,,,0,0.0,0,1.175242,1.1366181,5230,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
degen2,755cf6ca5f3a8ed1b8b68372e8d2d3b5efee784ee69b1dada923c6ff04ee0edb,444,534,3978,optimal,,-1435.178,-1435.178,0.0,0.0,1,1,,1,0.0,0,65.194941,65.1757824,1539785,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
degen3,08d600688c524fea548e946af5551ef8c359c7a7e71b8841acc839b00eefadeb,1503,1818,24646,optimal,,-987.2940000000004,-987.294,4.547473508864641e-13,4.605997310694324e-16,1,1,,1,0.0,0,123.592194,123.5617752,11209,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
dfl001,85d47c5f8a5fc53772eabac1805b7a1af72431cad9e14d26d673043980952730,6071,12230,35632,time_limit,time limit 120s reached,2297368469.3688855,11266400.0,2286102069.3688855,202.91327037641886,0,,,0,0.0,0,568.515056,568.4584175,28809,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
e226,ddf56486daea52c8592b520aeb83d329223a1b45a3e5a269bd663ef9195bd8d8,223,282,2578,optimal,,-11.638929066370535,-18.751929066,7.112999999629464,0.3793209741032125,0,1,,0,7.113,1,0.035915,0.0139628,592,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
etamacro,41701e1add7af2ed2b21a421ab7271bc867e6bc7ad98ac189748d6522e7d4926,400,688,2409,feasible,"engine reported optimal but the reduced costs violate dual feasibility by 1.345e-07, above the 1.0e-07 tolerance; reporting a feasible point rather than a proof",-755.7152331580163,-755.71521774,1.5418016346302466e-05,2.040188682770043e-08,0,1,,0,0.0,0,0.038267,0.0185132,661,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
fffff800,9d6695686c15d5f1b4f43b2ce8830c1d38df3a204717d8875f144aa21b33901e,524,854,6227,optimal,,555679.5648174963,555679.61165,0.046832503634504974,8.427968680629381e-08,1,1,,1,0.0,0,0.048586,0.0231156,605,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
finnis,891821f24a8cd14af78b95bb460a56f0e0b5410a59ad01ab58d9daf3387e7546,497,614,2310,optimal,,172791.0655956116,172790.96547,0.10012561161420308,5.794609188151501e-07,1,1,,1,0.0,0,0.041047,0.0181532,643,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
fit1d,59cee4fedd040a05c05d8410474ee014f42ef910e083689202be708491fe8717,24,1026,13404,optimal,,-9146.37809242094,-9146.3780924,2.09402060136199e-08,2.2894533554237983e-12,1,1,,1,0.0,0,0.080866,0.050482,1622,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
fit1p,416e77d83daf74dee5ec1d253b77f8e252ff3e27cd123459218b02ef2be0df17,627,1677,9868,optimal,,9146.378092420933,9146.3780924,2.0932930056005716e-08,2.2886578539104475e-12,1,1,,1,0.0,0,0.903179,0.8732899,2092,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
fit2d,1c16c328c0358ab175596bdd6b9a2c5d1cb4bb53b099d5d1f2a208a889c7bafc,25,10500,129018,optimal,,-68464.29329383251,-68464.293294,1.6749254427850246e-07,2.4464218678085877e-12,1,1,,1,0.0,0,9.109126,9.0112018,30210,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
fit2p,0f44de8ea974ed4cc04fb60ccd2707c2f887dc65f8b6b9bd1e9f01bb59dd4a4f,3000,13525,50284,time_limit,time limit 120s reached,2032059.4491894345,68464.293232,1963595.1559574346,28.68057294192086,0,,,0,0.0,0,669.832662,669.7231612,11769,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
forplan,65ec816c0b3c58ec4d61574df130a3ce464abb42f3d49de21710a787bf3cfdc7,161,421,4563,optimal,,-664.2189612722042,-664.21873953,0.00022174220418946788,3.338391270718623e-07,1,1,,1,0.0,0,0.273501,0.0931623,1041,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
ganges,f655f33ba979a59d659a8605acaf480c2fe5c610f3a50921bbcac7be40546067,1309,1681,6912,optimal,,-109585.73612927755,-109586.36356,0.6274307224521181,5.725445229402026e-06,0,1,,0,0.0,0,0.377831,0.2338715,1529,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
gfrd-pnc,d66ea78a803e91e4f38dcd74ca4c575aa742e27e7120c1c3494d4d424ee5c936,616,1092,2377,optimal,,6902235.9995488105,6902235.9995,4.881061613559723e-05,7.071710694785441e-12,1,1,,1,0.0,0,0.15683,0.0743802,903,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
greenbea,cb701e3ba5153e385b8cb6426e34b5d23bad4b1b9c9a037802e351c24b0f653d,2392,5405,30877,numerical_error,basis became singular at iteration 6198,200.0,-72462405.908,72462605.908,1.0000027600518848,0,,,0,0.0,0,5.15286,5.0779529,6198,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
greenbeb,21f92f6a32f71ec72c8f693d6685e4a91ecb2debec732ec61302bc866f370865,2392,5405,30877,numerical_error,basis became singular at iteration 4549,209.0,-4302147.6065,4302356.6065,1.00004858038801,0,,,0,0.0,0,4.239872,4.1938731,4549,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
grow15,ab84e2f83d00c5bd26291e0505f23804b050bc96dc1e576d9da8f04e1f6ed51f,300,645,5620,numerical_error,basis became singular at iteration 577,0.0,-106870941.29,106870941.29,1.0,0,,,0,0.0,0,0.122534,0.0980239,577,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
grow22,671111a1623539730f4caa9366c7eda43fb472137773cd9444dc96ed87f9810e,440,946,8252,optimal,,-160834336.4825622,-160834336.48,0.002562224864959717,1.5930832439367408e-11,1,1,,1,0.0,0,0.141016,0.118161,1246,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
grow7,6b8734ffdf991a36f17cfddf306834a4a3ced3e17964cac9fa2983a043906cd4,140,301,2612,numerical_error,"engine reported optimal but the returned point violates primal feasibility by 1.996e-07, above the 1.0e-07 tolerance; it is not a feasible point",-47787811.81471119,-47787811.815,0.00028880685567855835,6.043525424361562e-12,0,,,0,0.0,0,0.027048,0.0096613,297,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
israel,96564e1fddcbb6e3d46447fceb54b9d18260b95e95075c3a19f5812f9bf5ceeb,174,142,2269,optimal,,-896644.8218630463,-896644.82186,3.0462397262454033e-06,3.397376142680759e-12,1,1,,1,0.0,0,0.027436,0.0099048,251,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
kb2,f0eb647d1d9aac84f49d88662b6b02c6cecc04496e5435be733eced36d7f48f2,43,41,286,optimal,,-1749.900129906206,-1749.9001299,6.206164471223019e-09,3.546582096418084e-12,1,1,,1,0.0,0,0.022061,0.0008669,71,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
lotfi,fcb90a1b5e02b2eae67adacd0937a073d420ca92ac6af514ee13a348d7f31623,153,308,1078,optimal,,-25.26470606188002,-25.264706062,1.1997869364677172e-10,4.7488656053366325e-12,1,1,,1,0.0,0,0.02077,0.0037476,261,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
maros,4910e97a363fca07d2fb72838fa26629329a9a8dcd6a4da186f560424bd67077,846,1443,9614,optimal,,-58063.74370112591,-58063.743701,1.2591044651344419e-07,2.1684865371723474e-12,1,1,,1,0.0,0,0.175483,0.1499324,1692,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
maros-r7,e97f59ab32a8280526c26c210aacabd6e0c05300e67a0d4afd00b95d245f8db7,3136,9408,144848,time_limit,time limit 120s reached,209139595702.71597,1497185.1665,209138098517.54947,139687.53043850668,0,,,0,0.0,0,240.303729,240.1387154,7177,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
modszk1,af109be42aa6bd62fc307b623184c69f1030db2f8e1682c636b387a49fd8da43,687,1620,3168,numerical_error,basis became singular at iteration 764045,0.0,320.61972906,320.61972906,1.0,0,,,0,0.0,0,59.936741,59.9149803,764045,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
nesm,20b55063a879a649ef5c7a1a701f81917717b414943f58dea37a1c30495bc5ba,662,2923,13288,optimal,,14076036.48756267,14076073.035,36.54743733070791,2.596422826155641e-06,0,1,,0,0.0,0,0.3215,0.2895367,5074,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
perold,040ed4572876366cd979b6811ee20d706abba6998616b0e53201ea1e043acacd,625,1376,6018,numerical_error,basis became singular at iteration 3981,-633.329146129149,-9380.7580773,8747.428931170853,0.9324863576152008,0,,,0,0.0,0,0.99016,0.9638948,3981,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
pilot,26916951225f695c68c474adb2e1e052e4c1b3479d6a11fbd579fd20d4e7d2eb,1441,3652,43167,numerical_error,basis became singular at iteration 1515,-0.850356,-557.40430007,556.55394407,0.9984744358809338,0,,,0,0.0,0,2.02492,1.9673291,1515,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
pilot4,67e872aae722a493f5c2c8f88e3d70d093eea116093874ea43852c864a687cba,410,1000,5141,numerical_error,basis became singular at iteration 998,0.0,-2581.1392641,2581.1392641,1.0,0,,,0,0.0,0,0.105344,0.0821431,998,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
pilot87,0ecfcc173d82c8a0252f58a99b2a529d8ad0155ee9212b8451cc25c0e387caa4,2030,4883,73152,numerical_error,basis became singular at iteration 358,-0.0012178,301.71072827,301.71194607,1.0000040363165308,0,,,0,0.0,0,1.858353,1.7679807,358,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
pilotnov,2b000b6da9fb539e3303d5b81f00cc74f430e7ed52d7666ff1ef835bf060773d,975,2172,13057,numerical_error,basis became singular at iteration 1308,0.0,-4497.2761882,4497.2761882,1.0,0,,,0,0.0,0,0.235122,0.2023841,1308,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
recipe,277b34645cc89526db4a3365fa781ce28aa9768a65c4f301416a8a05c934af61,91,180,663,optimal,,-266.61600000000027,-266.616,2.8421709430404007e-13,1.0660166468030429e-15,1,1,,1,0.0,0,0.021783,0.0006105,49,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
sc105,062d034400be956757316a9bde8e6de3d221a88fb5dc502def743f1883e23ec3,105,103,280,optimal,,-52.2020612117072,-52.202061212,2.927933451246645e-10,5.608846438756298e-12,1,1,,1,0.0,0,0.021013,0.0022511,107,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
sc205,bcecc8d8cafd08c6d97cf8e39a740f5d777e317600bb9f6f158f2ceb550005f9,205,203,551,optimal,,-52.202061211707225,-52.202061212,2.927720288425917e-10,5.608438096986301e-12,1,1,,1,0.0,0,0.032957,0.0141519,255,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
sc50a,36bfce2f419555712bf1b9a8477541199073c7654475d933475cea6db0abe2f2,50,48,130,optimal,,-64.57507705856447,-64.575077059,4.355200644567958e-10,6.744398679677553e-12,1,1,,1,0.0,0,0.015137,0.0006515,46,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
sc50b,bfc47ffcf8f037552130a75142a203dc768d82d15c3b7b9f718c444ffa472f15,50,48,118,optimal,,-70.00000000000003,-70.0,2.842170943040401e-14,4.0602442043434295e-16,1,1,,1,0.0,0,0.019627,0.0007254,50,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
scagr25,7bac79b91dec46966af26a236d593c823f1e61eb055597426365e4f6bc36df76,471,500,1554,optimal,,-14753433.060768528,-14753433.061,0.00023147277534008026,1.5689417804183323e-11,1,1,,1,0.0,0,0.047506,0.026305,591,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
scagr7,2170c16fd0cc04a823172c1564e89593e75aac5225e2c2f893a6837ba0b26085,129,140,420,optimal,,-2331389.824330984,-2331389.2548,0.5695309839211404,2.442882426212426e-07,1,1,,1,0.0,0,0.021343,0.0020696,159,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
scfxm1,3e602523ca64bb4fd7387da7eca577d964e08d7c04326c59937a0d58add7de25,330,457,2589,optimal,,18416.759028348937,18416.759028,3.4893673728220165e-07,1.89466961451629e-11,1,1,,1,0.0,0,0.043088,0.0175448,648,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
scfxm2,64d44da9d2e6329705e73b1e083f52a7560124c13af4c67ff60d55b0a46b0f0e,660,914,5183,optimal,,36660.26156499881,36660.261565,1.1932570487260818e-09,3.254905987537467e-14,1,1,,1,0.0,0,0.071129,0.0484545,1071,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
scfxm3,515b442feba7cb583e03d4466da264782d898cc69093848052a7fa98ba4eac7b,990,1371,7777,optimal,,54901.25454975142,54901.25455,2.4857581593096256e-07,4.5276891752005065e-12,1,1,,1,0.0,0,0.130872,0.1052277,1595,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
scorpion,39b61cae042ce4adffb441faec77f5cc003fa725baa25edfb1738aef93a83c5d,388,358,1426,optimal,,1878.124822738107,1878.1248227,3.810691850958392e-08,2.0289875331502864e-11,1,1,,1,0.0,0,0.026788,0.0067665,323,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
scrs8,33b12d5e3d07b47a8b837ab0bf445fbfb5980af5c825bf049c23e71fb3faf026,490,1169,3182,optimal,,904.2969538007918,904.29998619,0.003032389208215136,3.3533000713526593e-06,0,1,,0,0.0,0,0.048147,0.0276641,645,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
scsd1,8c4aac4987a81ef66715b5cb2debdb1993afe6cb5e2a29f32556a03802bf55f5,77,760,2388,optimal,,8.666666674333364,8.6666666743,3.3363534157615504e-11,3.8496385532573e-12,1,1,,1,0.0,0,0.030975,0.0071695,534,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
scsd6,f3da742cfa24cfadb99d510847ea1f7a361ba61537d4c2900c09b674912a5891,147,1350,4316,optimal,,50.50000007826238,50.500000078,2.623821160341322e-10,5.1956854579974005e-12,1,1,,1,0.0,0,0.048845,0.0234594,627,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
scsd8,2090a22840fe2c75730cd76336702ece7c27a739d58740926b67c4b2e57b8e5c,397,2750,8584,optimal,,904.9999999254647,904.99999993,4.535195330390707e-09,5.011265558830382e-12,1,1,,1,0.0,0,0.097562,0.0701258,926,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
sctap1,2b1ab5950d3e37fd21327892e2bc830c5f0d8d3fc1f687c0f57a5cdefd9caa21,300,480,1692,optimal,,1412.25,1412.25,0.0,0.0,1,1,,1,0.0,0,0.024098,0.0057808,303,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
sctap2,673d50e3b929f83b1719d28ee09500890294107099518161bcf2a4f452e95fb2,1090,1880,6714,optimal,,1724.8071428571432,1724.8071429,4.285675458959304e-08,2.4847273369668418e-11,1,1,,1,0.0,0,0.059269,0.0341255,720,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
sctap3,44e105b02a722bf19292b8aeb4779480c4eb81f40da35d64d8f4534f85000168,1480,2480,8874,optimal,,1424.0,1424.0,0.0,0.0,1,1,,1,0.0,0,0.085532,0.0596164,967,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
seba,539733cdb036e2d2e8e80e7ea1666848b6b67a36a34b1c6cf9a883e1c868ef1e,515,1028,4352,optimal,,15711.600000000002,15711.6,1.8189894035458565e-12,1.1577365790536013e-16,1,1,,1,0.0,0,0.084264,0.062082,709,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
share1b,fafdf8b5e3d50d27f5eff40e46eb104d1e614bf2721cb5be38081f1678dbd562,117,225,1151,optimal,,-76589.31857918552,-76589.318579,1.85522367246449e-07,2.4223007945303396e-12,1,1,,1,0.0,0,0.024244,0.0030022,207,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
share2b,2816c0a71096acc08fd88f65c960366856802c074601e5fa544f9c3eab640c96,96,79,694,optimal,,-415.7322407414174,-415.73224074,1.4173906492942479e-09,3.409383517552798e-12,1,1,,1,0.0,0,0.020728,0.0014993,114,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
shell,e21331e8282f8d8616cbee27e093e50d140ea03f9bc3fd0b6da0ccff638d2f91,536,1775,3556,optimal,,1208825346.0,1208825346.0,0.0,0.0,1,1,,1,0.0,0,0.042112,0.0218634,739,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
ship04l,e7c46bfd6492a400220cf1f5f093f264901fd0e8534dd8cbb060d491612dc881,402,2118,6332,optimal,,1793324.537970356,1793324.538,2.964399755001068e-05,1.6530191229676178e-11,1,1,,1,0.0,0,0.045167,0.0163569,511,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
ship04s,2ed2828b251173a05004349121cd9a271a3434bf2efe4e1b70d7e0bdf2d76f94,402,1458,4352,optimal,,1798714.7004453922,1798714.7004,4.5392196625471115e-05,2.5235906848026957e-11,1,1,,1,0.0,0,0.029744,0.0092511,385,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
ship08l,58b6142628facaa1b056f32f9f47167097db66825f0c6b42c6f65e4da1b5da07,778,4283,12802,optimal,,1909055.2113891307,1909055.2114,1.0869232937693596e-05,5.693514191097007e-12,1,1,,1,0.0,0,0.079995,0.0503027,860,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
ship08s,bdf5671548dde27b0d83c244914036e58081c4683786b2fd132277f577c9a7d8,778,2387,7114,optimal,,1920098.210534618,1920098.2105,3.46179585903883e-05,1.802926454547013e-11,1,1,,1,0.0,0,0.039986,0.0147039,417,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
ship12l,87bf21f83ae0c5a87aa73ee2d8e2bd4a6a72b3c6cbdc603853dbb7b43b824911,1151,5427,16170,optimal,,1470187.919329266,1470187.9193,2.926611341536045e-05,1.9906375934101617e-11,1,1,,1,0.0,0,0.130785,0.0932942,1337,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
ship12s,43bacbc026b0b5588ed9bec06b11fadfbff8beb19b4e84881370a57cc6540e5d,1151,2763,8178,optimal,,1489236.134406133,1489236.1344,6.13299198448658e-06,4.1182132522976334e-12,1,1,,1,0.0,0,0.050905,0.0229941,691,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
sierra,dbabb4bb56b9de7efbca7df842922c7c1ef620bcbee2aeb28f4bf3c5a3868cc9,1227,2036,7302,optimal,,15394362.183631927,15394362.184,0.00036807358264923096,2.3909635115106303e-11,1,1,,1,0.0,0,0.069326,0.0430968,706,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
stair,30a16ec0d02cf6c490495340d2a718f533d8e5d88f839693eb4bc06671bd8649,356,467,3856,optimal,,-251.26695119299632,-251.26695119,2.996330294990912e-09,1.1924888174908381e-11,1,1,,1,0.0,0,0.65002,0.6287399,978,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
standata,a513e8587cb8d72ac1f6fb07b33642a212f55646fb2c04521cdfd04b959c6fb1,359,1075,3031,optimal,,1257.6995,1257.6995,0.0,0.0,1,1,,1,0.0,0,0.02646,0.0029717,53,simplex-primal,6a74e68,Windows-AMD64,2026-08-30T13:02:40+00:00
