family,parameter,value,seed,rows,columns,status,objective,expected_objective,relative_error,primal_infeasibility,dual_infeasibility,verified,iterations,solver_seconds,message,git_commit,machine,timestamp_utc,solver_options
near_parallel,twin rows differing by a relative 10^-k,12,72012,14,10,optimal,-106.99999999999999,-107.0,1.328117263102991e-16,,,1,6,0.0003476,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,12,73012,14,10,optimal,167.00000000000603,167.0,3.60802538876985e-14,,,1,8,0.0009136,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,13,71013,14,10,optimal,262.00000000000006,262.0,2.1695961397254967e-16,,,1,8,0.0005099,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,13,72013,14,10,optimal,32.0,32.0,0.0,,,1,7,0.0003691,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,13,73013,14,10,optimal,-443.9999999999999,-444.0,2.56051436309946e-16,,,1,8,0.0004774,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,14,71014,14,10,optimal,3.9999999999999787,4.0,5.329070518200751e-15,,,1,10,0.0013247,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,14,72014,14,10,optimal,94.00000000000018,94.0,1.965330971251341e-15,,,1,9,0.0004589,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,14,73014,14,10,optimal,-31.99999999999997,-32.0,8.881784197001252e-16,,,1,11,0.0008815,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,15,71015,14,10,optimal,475.0,475.0,0.0,,,1,8,0.0003831,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,15,72015,14,10,optimal,88.0,88.0,0.0,,,1,11,0.0004323,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,15,73015,14,10,optimal,-291.0,-291.0,0.0,,,1,8,0.0003906,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,16,71016,14,10,optimal,95.00000000000003,95.0,2.991758887410948e-16,,,1,12,0.0007384,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,16,72016,14,10,optimal,63.00000000000003,63.0,4.511382449270477e-16,,,1,8,0.0004258,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,16,73016,14,10,optimal,-74.0,-74.0,0.0,,,1,14,0.0005268,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,0,71000,10,12,optimal,7.9999999999999964,8.0,4.440892098500626e-16,,,1,9,0.0004113,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,0,72000,10,12,optimal,325.0,325.0,0.0,,,1,16,0.0004537,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,0,73000,10,12,optimal,-143.99999999999994,-144.0,3.9474596431116675e-16,,,1,15,0.0004268,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,1,71001,10,12,optimal,-2842.9999999999995,-2843.0,1.5995334185243198e-16,,,1,14,0.0004232,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,1,72001,10,12,optimal,-2536.0,-2536.0,0.0,,,1,16,0.0008917,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,1,73001,10,12,optimal,1770.0000000000005,1770.0,2.569194072804882e-16,,,1,13,0.0004748,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,2,71002,10,12,optimal,211.00000000000006,211.0,2.6940008938771573e-16,,,1,12,0.0005951,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,2,72002,10,12,optimal,-3719.999999999998,-3720.0,4.889756461144775e-16,,,1,16,0.0006088,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
