instance,instance_sha256,rows,columns,nonzeros,integer_columns,status,message,our_objective,published_objective,dual_bound,absolute_gap,relative_gap,matched_published,proved_optimal,independently_verified,nodes,wall_seconds,solver_seconds,git_commit,machine,timestamp_utc,solver_options
neos-5140963-mincio,cf5cafaab453d0d450f7e654dfc85e0492a1a20d9229c0371158a6cc88b1de4b,184,196,834,183,feasible,stopped at the time limit after 60.00s and 67347 nodes,15062.0,14393.0,11604.21428571429,3457.78571428571,0.22957015763415947,0,0,1,67347,60.038165,60.0009085,f7ca7e9,Windows-AMD64,2026-09-13T10:48:45+00:00,
neos-5192052-neckar,a683554818c078fca80fe21c0f452463d5d6a051f6898d9da641d5d9f9575906,57,180,545,24,optimal,,-11670000.0,-11670000.0,-11670000.0,0.0,0.0,1,1,1,9,0.029715,0.0086374,f7ca7e9,Windows-AMD64,2026-09-13T10:48:45+00:00,
neos5,2888e9aeb10a4cf16d3b9ad221302fd3de815ce1454b31e660ebd060589c1072,63,63,2016,53,feasible,stopped at the time limit after 60.00s and 23704 nodes,15.5,15.0,13.874999999999998,1.6250000000000018,0.10483870967741947,0,0,1,23704,60.028647,60.0011037,f7ca7e9,Windows-AMD64,2026-09-13T10:48:45+00:00,
noswot,f4ac4805801d06bd12e7f67204101928413f7df27fa347bfca1c918e29bca86b,182,128,735,100,feasible,stopped at the time limit after 60.00s and 75769 nodes,-41.0,-41.00000885,-43.0,2.0,0.04878048780487805,1,0,1,75769,60.037870,60.0005739,f7ca7e9,Windows-AMD64,2026-09-13T10:48:45+00:00,
opt1217,21f16d1bd1d917a2b17af6b7b40f6899d75ae4dbf0621f14da71ed2471280124,64,769,1542,768,feasible,stopped at the time limit after 60.00s and 68585 nodes,-15.999999999999995,-16.00000000000012,-20.02139037433155,4.021390374331554,0.25133689839572226,1,0,1,68585,60.048304,60.0008415,f7ca7e9,Windows-AMD64,2026-09-13T10:48:45+00:00,
p0201,2ecd7f035c546453ffd5e4fe12cf41c111be192411c4cb7e268b3c8ba81e5335,133,201,1923,201,optimal,"optimal within the relative gap target (9.095e-13 absolute, 1.194e-16 relative) after 860 nodes; the bound is the best open node's, the tree was not exhausted",7615.0,7614.999999999997,7614.999999999999,9.094947017729282e-13,1.194346292544883e-16,1,1,1,860,3.042368,3.0130841,f7ca7e9,Windows-AMD64,2026-09-13T10:48:45+00:00,
pk1,6c64530538b254a8ae648f8f8f188847366ae52da560fdec0ad290c642973ba0,45,86,915,55,feasible,stopped at the time limit after 60.00s and 82472 nodes,18.000000000000018,11.0,4.994124383528195,13.005875616471823,0.722548645359545,0,0,1,82472,60.033007,60.0012502,f7ca7e9,Windows-AMD64,2026-09-13T10:48:45+00:00,
ran12x21,15ad9b8724f5ba4f6ac958e442040a68abab37943e6a0a4cdf59f8a24e03e2b6,285,504,1008,252,feasible,stopped at the time limit after 60.00s and 43593 nodes,3794.0,3663.999999980964,3463.3175438596495,330.6824561403505,0.08715931896161057,0,0,1,43593,60.035122,60.000206,f7ca7e9,Windows-AMD64,2026-09-13T10:48:45+00:00,
ran13x13,ddf6f7b055f8cc7442c39a5f3853c3813a8b1f18ae66378d752938337b9cc579,195,338,676,169,feasible,stopped at the time limit after 60.00s and 63374 nodes,3319.0,3252.0,3074.484126984127,244.51587301587278,0.07367154956790382,0,0,1,63374,60.032830,60.0009942,f7ca7e9,Windows-AMD64,2026-09-13T10:48:45+00:00,
rlp1,edd6f521c7abe8b2de7425601d1739599b44d27bc192e8c757fe9b5ba03fa2c3,68,461,836,450,feasible,stopped at the time limit after 60.00s and 75168 nodes,14.999999999999998,14.99999999990919,13.517241379310342,1.4827586206896566,0.09885057471264379,1,0,1,75168,60.039790,60.001072,f7ca7e9,Windows-AMD64,2026-09-13T10:48:45+00:00,
supportcase14,a8cb263fed392f55c3a506274e69b5172ae82d308cf05240bde0c8070df7c5f5,234,304,1129,304,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,89,1.032738,1.0060947,f7ca7e9,Windows-AMD64,2026-09-13T10:48:45+00:00,
supportcase16,2063fbcfb893abb2c80662ba88e473b13cbc89402aeae2c2f2b7d4c19647b663,130,319,1076,319,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,70,0.633967,0.6124307,f7ca7e9,Windows-AMD64,2026-09-13T10:48:45+00:00,
timtab1,5867d1a9c1067a849211c1a61bdb8839fb0025255dde09989d0ed333e0674d7a,171,397,829,171,feasible,stopped at the time limit after 60.00s and 63663 nodes,1176263.9999997101,764771.99999978,328998.33333341,847265.6666663002,0.7203023017507201,0,0,1,63663,60.035843,60.0011579,f7ca7e9,Windows-AMD64,2026-09-13T10:48:45+00:00,
