instance,instance_sha256,rows,columns,nonzeros,integer_columns,status,message,our_objective,published_objective,dual_bound,absolute_gap,relative_gap,matched_published,proved_optimal,independently_verified,nodes,wall_seconds,solver_seconds,git_commit,machine,timestamp_utc,solver_options
markshare_4_0,1a1feb04f5637db9f69be53bd6224fcd9fe5b8d750870d9b2002b535d25f4353,4,34,123,30,feasible,stopped at the time limit after 60.00s and 159690 nodes,9.000000000001604,1.0,0.0,9.000000000001604,1.0,0,0,1,159690,60.033318,60.0012338,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
markshare_5_0,5309e16f917ec25e9f70402a8c039d4595a91c9499f682b1483babfff5f55b4a,5,45,203,40,feasible,stopped at the time limit after 60.00s and 146037 nodes,19.0,1.0,0.0,19.0,1.0,0,0,1,146037,60.027159,60.0008195,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
neos-1425699,66f7ae93f5715a025ebc2d2ff9b90abdd62b7bd1edefc48307ec38c19d9e722e,89,105,430,85,optimal,,3179698977.0,3179698976.996124,3179698977.0,0.0,0.0,1,1,1,3,0.024927,0.0043609,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
neos-3072252-nete,91c4f0c863a0597d78ae6ad67a22d711f522319eb4365f7d4b9ec6b3102c01d2,432,576,1292,144,feasible,stopped at the time limit after 60.00s and 8437 nodes,13770570.0,11807698.0,10645928.0,3124642.0,0.22690723768151935,0,0,1,8437,60.021369,60.003082,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
neos-3611689-kaihu,60004f4ee9cef8f8e7e9d811d5de63e75e6e96b577a54c923ef1971b89a87039,323,421,1014,88,feasible,stopped at the time limit after 60.01s and 6608 nodes,122.00000000000006,119.0,105.33000000000003,16.67000000000003,0.13663934426229526,0,0,1,6608,60.037788,60.008958,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
neos-5140963-mincio,cf5cafaab453d0d450f7e654dfc85e0492a1a20d9229c0371158a6cc88b1de4b,184,196,834,183,feasible,stopped at the time limit after 60.00s and 56023 nodes,14851.0,14393.0,11192.285714285716,3658.7142857142844,0.24636147637965689,0,0,1,56023,60.033005,60.0017073,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
neos-5192052-neckar,a683554818c078fca80fe21c0f452463d5d6a051f6898d9da641d5d9f9575906,57,180,545,24,optimal,,-11670000.0,-11670000.0,-11670000.0,0.0,0.0,1,1,1,9,0.024056,0.0051597,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
neos5,2888e9aeb10a4cf16d3b9ad221302fd3de815ce1454b31e660ebd060589c1072,63,63,2016,53,feasible,stopped at the time limit after 60.00s and 51998 nodes,15.5,15.0,13.937499999999998,1.5625000000000018,0.10080645161290334,0,0,1,51998,60.026966,60.0013815,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
noswot,f4ac4805801d06bd12e7f67204101928413f7df27fa347bfca1c918e29bca86b,182,128,735,100,feasible,stopped at the time limit after 60.00s and 111030 nodes,-40.0,-41.00000885,-43.0,3.0,0.075,0,0,1,111030,60.039843,60.0031537,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
opt1217,21f16d1bd1d917a2b17af6b7b40f6899d75ae4dbf0621f14da71ed2471280124,64,769,1542,768,feasible,stopped at the time limit after 60.01s and 16321 nodes,-15.999999999999998,-16.00000000000012,-20.02139037433155,4.021390374331551,0.251336898395722,1,0,1,16321,60.038990,60.0060926,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
p0201,2ecd7f035c546453ffd5e4fe12cf41c111be192411c4cb7e268b3c8ba81e5335,133,201,1923,201,feasible,"stopped on a relative gap target (4.167e-01 absolute, 5.472e-05 relative) after 2343 nodes",7615.0,7614.999999999997,7614.583333333332,0.4166666666678793,5.47165681770032e-05,1,0,1,2343,5.320574,5.3018812,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
pk1,6c64530538b254a8ae648f8f8f188847366ae52da560fdec0ad290c642973ba0,45,86,915,55,feasible,stopped at the time limit after 60.00s and 62639 nodes,21.999999999999886,11.0,2.972738976453751,19.027261023546135,0.8648755010702833,0,0,1,62639,60.027832,60.0027441,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
ran12x21,15ad9b8724f5ba4f6ac958e442040a68abab37943e6a0a4cdf59f8a24e03e2b6,285,504,1008,252,feasible,stopped at the time limit after 60.00s and 7013 nodes,3865.0,3663.999999980964,3325.9722263667345,539.0277736332655,0.13946384828803765,0,0,1,7013,60.025388,60.0032747,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
ran13x13,ddf6f7b055f8cc7442c39a5f3853c3813a8b1f18ae66378d752938337b9cc579,195,338,676,169,feasible,stopped at the time limit after 60.00s and 16179 nodes,3385.0,3252.0,2942.8117091242093,442.1882908757907,0.1306316959751228,0,0,1,16179,60.028456,60.002498,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
rlp1,edd6f521c7abe8b2de7425601d1739599b44d27bc192e8c757fe9b5ba03fa2c3,68,461,836,450,feasible,stopped at the time limit after 60.00s and 18155 nodes,14.999999999999996,14.99999999990919,13.244444444444445,1.755555555555551,0.11703703703703677,1,0,1,18155,60.024546,60.0007343,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
supportcase14,a8cb263fed392f55c3a506274e69b5172ae82d308cf05240bde0c8070df7c5f5,234,304,1129,304,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,197,0.439841,0.4241325,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
supportcase16,2063fbcfb893abb2c80662ba88e473b13cbc89402aeae2c2f2b7d4c19647b663,130,319,1076,319,optimal,,288.0,288.0,288.0,0.0,0.0,1,1,1,181,0.394061,0.379216,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
timtab1,5867d1a9c1067a849211c1a61bdb8839fb0025255dde09989d0ed333e0674d7a,171,397,829,171,feasible,stopped at the time limit after 60.00s and 13328 nodes,1290303.9999997902,764771.99999978,137809.99999990003,1152493.99999989,0.8931957120183132,0,0,1,13328,60.018009,60.000644,a947a1e,Windows-AMD64,2026-09-06T05:11:57+00:00,mip_node_engine=primal
